DMS_filename,DMS_id,selection_type,coarse_selection_type,mutation_type
ODP2_GEOSE_Tsuboyama_2023_1W4G_indels.csv,ODP2_GEOSE_Tsuboyama_2023_1W4G_indels,cDNA display proteolysis,Stability,indels
OTU7A_HUMAN_Tsuboyama_2023_2L2D_indels.csv,OTU7A_HUMAN_Tsuboyama_2023_2L2D_indels,cDNA display proteolysis,Stability,indels
PIN1_HUMAN_Tsuboyama_2023_1I6C_indels.csv,PIN1_HUMAN_Tsuboyama_2023_1I6C_indels,cDNA display proteolysis,Stability,indels
PITX2_HUMAN_Tsuboyama_2023_2L7M_indels.csv,PITX2_HUMAN_Tsuboyama_2023_2L7M_indels,cDNA display proteolysis,Stability,indels
PKN1_HUMAN_Tsuboyama_2023_1URF_indels.csv,PKN1_HUMAN_Tsuboyama_2023_1URF_indels,cDNA display proteolysis,Stability,indels
POLG_PESV_Tsuboyama_2023_2MXD_indels.csv,POLG_PESV_Tsuboyama_2023_2MXD_indels,cDNA display proteolysis,Stability,indels
PR40A_HUMAN_Tsuboyama_2023_1UZC_indels.csv,PR40A_HUMAN_Tsuboyama_2023_1UZC_indels,cDNA display proteolysis,Stability,indels
PSAE_PICP2_Tsuboyama_2023_1PSE_indels.csv,PSAE_PICP2_Tsuboyama_2023_1PSE_indels,cDNA display proteolysis,Stability,indels
RAD_ANTMA_Tsuboyama_2023_2CJJ_indels.csv,RAD_ANTMA_Tsuboyama_2023_2CJJ_indels,cDNA display proteolysis,Stability,indels
RCD1_ARATH_Tsuboyama_2023_5OAO_indels.csv,RCD1_ARATH_Tsuboyama_2023_5OAO_indels,cDNA display proteolysis,Stability,indels
RD23A_HUMAN_Tsuboyama_2023_1IFY_indels.csv,RD23A_HUMAN_Tsuboyama_2023_1IFY_indels,cDNA display proteolysis,Stability,indels
RPC1_BP434_Tsuboyama_2023_1R69_indels.csv,RPC1_BP434_Tsuboyama_2023_1R69_indels,cDNA display proteolysis,Stability,indels
RS15_GEOSE_Tsuboyama_2023_1A32_indels.csv,RS15_GEOSE_Tsuboyama_2023_1A32_indels,cDNA display proteolysis,Stability,indels
SAV1_MOUSE_Tsuboyama_2023_2YSB_indels.csv,SAV1_MOUSE_Tsuboyama_2023_2YSB_indels,cDNA display proteolysis,Stability,indels
SDA_BACSU_Tsuboyama_2023_1PV0_indels.csv,SDA_BACSU_Tsuboyama_2023_1PV0_indels,cDNA display proteolysis,Stability,indels
SOX30_HUMAN_Tsuboyama_2023_7JJK_indels.csv,SOX30_HUMAN_Tsuboyama_2023_7JJK_indels,cDNA display proteolysis,Stability,indels
SPG2_STRSG_Tsuboyama_2023_5UBS_indels.csv,SPG2_STRSG_Tsuboyama_2023_5UBS_indels,cDNA display proteolysis,Stability,indels
SPTN1_CHICK_Tsuboyama_2023_1TUD_indels.csv,SPTN1_CHICK_Tsuboyama_2023_1TUD_indels,cDNA display proteolysis,Stability,indels
SQSTM_MOUSE_Tsuboyama_2023_2RRU_indels.csv,SQSTM_MOUSE_Tsuboyama_2023_2RRU_indels,cDNA display proteolysis,Stability,indels
SR43C_ARATH_Tsuboyama_2023_2N88_indels.csv,SR43C_ARATH_Tsuboyama_2023_2N88_indels,cDNA display proteolysis,Stability,indels
SRBS1_HUMAN_Tsuboyama_2023_2O2W_indels.csv,SRBS1_HUMAN_Tsuboyama_2023_2O2W_indels,cDNA display proteolysis,Stability,indels
TCRG1_MOUSE_Tsuboyama_2023_1E0L_indels.csv,TCRG1_MOUSE_Tsuboyama_2023_1E0L_indels,cDNA display proteolysis,Stability,indels
THO1_YEAST_Tsuboyama_2023_2WQG_indels.csv,THO1_YEAST_Tsuboyama_2023_2WQG_indels,cDNA display proteolysis,Stability,indels
TNKS2_HUMAN_Tsuboyama_2023_5JRT_indels.csv,TNKS2_HUMAN_Tsuboyama_2023_5JRT_indels,cDNA display proteolysis,Stability,indels
UBE4B_HUMAN_Tsuboyama_2023_3L1X_indels.csv,UBE4B_HUMAN_Tsuboyama_2023_3L1X_indels,cDNA display proteolysis,Stability,indels
UBR5_HUMAN_Tsuboyama_2023_1I2T_indels.csv,UBR5_HUMAN_Tsuboyama_2023_1I2T_indels,cDNA display proteolysis,Stability,indels
VG08_BPP22_Tsuboyama_2023_2GP8_indels.csv,VG08_BPP22_Tsuboyama_2023_2GP8_indels,cDNA display proteolysis,Stability,indels
VILI_CHICK_Tsuboyama_2023_1YU5_indels.csv,VILI_CHICK_Tsuboyama_2023_1YU5_indels,cDNA display proteolysis,Stability,indels
VRPI_BPT7_Tsuboyama_2023_2WNM_indels.csv,VRPI_BPT7_Tsuboyama_2023_2WNM_indels,cDNA display proteolysis,Stability,indels
YNZC_BACSU_Tsuboyama_2023_2JVD_indels.csv,YNZC_BACSU_Tsuboyama_2023_2JVD_indels,cDNA display proteolysis,Stability,indels
A4_HUMAN_Seuma_2022.csv,A4_HUMAN_Seuma_2022,survival assessment assay,Stability,substitutions
AMFR_HUMAN_Tsuboyama_2023_4G3O.csv,AMFR_HUMAN_Tsuboyama_2023_4G3O,cDNA display proteolysis,Stability,substitutions
ARGR_ECOLI_Tsuboyama_2023_1AOY.csv,ARGR_ECOLI_Tsuboyama_2023_1AOY,cDNA display proteolysis,Stability,substitutions
BBC1_YEAST_Tsuboyama_2023_1TG0.csv,BBC1_YEAST_Tsuboyama_2023_1TG0,cDNA display proteolysis,Stability,substitutions
BCHB_CHLTE_Tsuboyama_2023_2KRU.csv,BCHB_CHLTE_Tsuboyama_2023_2KRU,cDNA display proteolysis,Stability,substitutions
CATR_CHLRE_Tsuboyama_2023_2AMI.csv,CATR_CHLRE_Tsuboyama_2023_2AMI,cDNA display proteolysis,Stability,substitutions
CBPA2_HUMAN_Tsuboyama_2023_1O6X.csv,CBPA2_HUMAN_Tsuboyama_2023_1O6X,cDNA display proteolysis,Stability,substitutions
CBX4_HUMAN_Tsuboyama_2023_2K28.csv,CBX4_HUMAN_Tsuboyama_2023_2K28,cDNA display proteolysis,Stability,substitutions
CSN4_MOUSE_Tsuboyama_2023_1UFM.csv,CSN4_MOUSE_Tsuboyama_2023_1UFM,cDNA display proteolysis,Stability,substitutions
CUE1_YEAST_Tsuboyama_2023_2MYX.csv,CUE1_YEAST_Tsuboyama_2023_2MYX,cDNA display proteolysis,Stability,substitutions
DN7A_SACS2_Tsuboyama_2023_1JIC.csv,DN7A_SACS2_Tsuboyama_2023_1JIC,cDNA display proteolysis,Stability,substitutions
DNJA1_HUMAN_Tsuboyama_2023_2LO1.csv,DNJA1_HUMAN_Tsuboyama_2023_2LO1,cDNA display proteolysis,Stability,substitutions
DOCK1_MOUSE_Tsuboyama_2023_2M0Y.csv,DOCK1_MOUSE_Tsuboyama_2023_2M0Y,cDNA display proteolysis,Stability,substitutions
EPHB2_HUMAN_Tsuboyama_2023_1F0M.csv,EPHB2_HUMAN_Tsuboyama_2023_1F0M,cDNA display proteolysis,Stability,substitutions
ESTA_BACSU_Nutschel_2020.csv,ESTA_BACSU_Nutschel_2020,thermostability,Stability,substitutions
FECA_ECOLI_Tsuboyama_2023_2D1U.csv,FECA_ECOLI_Tsuboyama_2023_2D1U,cDNA display proteolysis,Stability,substitutions
FKBP3_HUMAN_Tsuboyama_2023_2KFV.csv,FKBP3_HUMAN_Tsuboyama_2023_2KFV,cDNA display proteolysis,Stability,substitutions
HCP_LAMBD_Tsuboyama_2023_2L6Q.csv,HCP_LAMBD_Tsuboyama_2023_2L6Q,cDNA display proteolysis,Stability,substitutions
HECD1_HUMAN_Tsuboyama_2023_3DKM.csv,HECD1_HUMAN_Tsuboyama_2023_3DKM,cDNA display proteolysis,Stability,substitutions
ILF3_HUMAN_Tsuboyama_2023_2L33.csv,ILF3_HUMAN_Tsuboyama_2023_2L33,cDNA display proteolysis,Stability,substitutions
ISDH_STAAW_Tsuboyama_2023_2LHR.csv,ISDH_STAAW_Tsuboyama_2023_2LHR,cDNA display proteolysis,Stability,substitutions
MAFG_MOUSE_Tsuboyama_2023_1K1V.csv,MAFG_MOUSE_Tsuboyama_2023_1K1V,cDNA display proteolysis,Stability,substitutions
MBD11_ARATH_Tsuboyama_2023_6ACV.csv,MBD11_ARATH_Tsuboyama_2023_6ACV,cDNA display proteolysis,Stability,substitutions
MYO3_YEAST_Tsuboyama_2023_2BTT.csv,MYO3_YEAST_Tsuboyama_2023_2BTT,cDNA display proteolysis,Stability,substitutions
NKX31_HUMAN_Tsuboyama_2023_2L9R.csv,NKX31_HUMAN_Tsuboyama_2023_2L9R,cDNA display proteolysis,Stability,substitutions
NUSA_ECOLI_Tsuboyama_2023_1WCL.csv,NUSA_ECOLI_Tsuboyama_2023_1WCL,cDNA display proteolysis,Stability,substitutions
NUSG_MYCTU_Tsuboyama_2023_2MI6.csv,NUSG_MYCTU_Tsuboyama_2023_2MI6,cDNA display proteolysis,Stability,substitutions
OBSCN_HUMAN_Tsuboyama_2023_1V1C.csv,OBSCN_HUMAN_Tsuboyama_2023_1V1C,cDNA display proteolysis,Stability,substitutions
ODP2_GEOSE_Tsuboyama_2023_1W4G.csv,ODP2_GEOSE_Tsuboyama_2023_1W4G,cDNA display proteolysis,Stability,substitutions
OTU7A_HUMAN_Tsuboyama_2023_2L2D.csv,OTU7A_HUMAN_Tsuboyama_2023_2L2D,cDNA display proteolysis,Stability,substitutions
PIN1_HUMAN_Tsuboyama_2023_1I6C.csv,PIN1_HUMAN_Tsuboyama_2023_1I6C,cDNA display proteolysis,Stability,substitutions
PITX2_HUMAN_Tsuboyama_2023_2L7M.csv,PITX2_HUMAN_Tsuboyama_2023_2L7M,cDNA display proteolysis,Stability,substitutions
PKN1_HUMAN_Tsuboyama_2023_1URF.csv,PKN1_HUMAN_Tsuboyama_2023_1URF,cDNA display proteolysis,Stability,substitutions
POLG_PESV_Tsuboyama_2023_2MXD.csv,POLG_PESV_Tsuboyama_2023_2MXD,cDNA display proteolysis,Stability,substitutions
PR40A_HUMAN_Tsuboyama_2023_1UZC.csv,PR40A_HUMAN_Tsuboyama_2023_1UZC,cDNA display proteolysis,Stability,substitutions
PSAE_PICP2_Tsuboyama_2023_1PSE.csv,PSAE_PICP2_Tsuboyama_2023_1PSE,cDNA display proteolysis,Stability,substitutions
RAD_ANTMA_Tsuboyama_2023_2CJJ.csv,RAD_ANTMA_Tsuboyama_2023_2CJJ,cDNA display proteolysis,Stability,substitutions
RBP1_HUMAN_Tsuboyama_2023_2KWH.csv,RBP1_HUMAN_Tsuboyama_2023_2KWH,cDNA display proteolysis,Stability,substitutions
RCD1_ARATH_Tsuboyama_2023_5OAO.csv,RCD1_ARATH_Tsuboyama_2023_5OAO,cDNA display proteolysis,Stability,substitutions
RCRO_LAMBD_Tsuboyama_2023_1ORC.csv,RCRO_LAMBD_Tsuboyama_2023_1ORC,cDNA display proteolysis,Stability,substitutions
RD23A_HUMAN_Tsuboyama_2023_1IFY.csv,RD23A_HUMAN_Tsuboyama_2023_1IFY,cDNA display proteolysis,Stability,substitutions
RFAH_ECOLI_Tsuboyama_2023_2LCL.csv,RFAH_ECOLI_Tsuboyama_2023_2LCL,cDNA display proteolysis,Stability,substitutions
RL20_AQUAE_Tsuboyama_2023_1GYZ.csv,RL20_AQUAE_Tsuboyama_2023_1GYZ,cDNA display proteolysis,Stability,substitutions
RPC1_BP434_Tsuboyama_2023_1R69.csv,RPC1_BP434_Tsuboyama_2023_1R69,cDNA display proteolysis,Stability,substitutions
RS15_GEOSE_Tsuboyama_2023_1A32.csv,RS15_GEOSE_Tsuboyama_2023_1A32,cDNA display proteolysis,Stability,substitutions
SAV1_MOUSE_Tsuboyama_2023_2YSB.csv,SAV1_MOUSE_Tsuboyama_2023_2YSB,cDNA display proteolysis,Stability,substitutions
SBI_STAAM_Tsuboyama_2023_2JVG.csv,SBI_STAAM_Tsuboyama_2023_2JVG,cDNA display proteolysis,Stability,substitutions
SCIN_STAAR_Tsuboyama_2023_2QFF.csv,SCIN_STAAR_Tsuboyama_2023_2QFF,cDNA display proteolysis,Stability,substitutions
SDA_BACSU_Tsuboyama_2023_1PV0.csv,SDA_BACSU_Tsuboyama_2023_1PV0,cDNA display proteolysis,Stability,substitutions
SOX30_HUMAN_Tsuboyama_2023_7JJK.csv,SOX30_HUMAN_Tsuboyama_2023_7JJK,cDNA display proteolysis,Stability,substitutions
SPA_STAAU_Tsuboyama_2023_1LP1.csv,SPA_STAAU_Tsuboyama_2023_1LP1,cDNA display proteolysis,Stability,substitutions
SPG2_STRSG_Tsuboyama_2023_5UBS.csv,SPG2_STRSG_Tsuboyama_2023_5UBS,cDNA display proteolysis,Stability,substitutions
SPTN1_CHICK_Tsuboyama_2023_1TUD.csv,SPTN1_CHICK_Tsuboyama_2023_1TUD,cDNA display proteolysis,Stability,substitutions
SQSTM_MOUSE_Tsuboyama_2023_2RRU.csv,SQSTM_MOUSE_Tsuboyama_2023_2RRU,cDNA display proteolysis,Stability,substitutions
SR43C_ARATH_Tsuboyama_2023_2N88.csv,SR43C_ARATH_Tsuboyama_2023_2N88,cDNA display proteolysis,Stability,substitutions
SRBS1_HUMAN_Tsuboyama_2023_2O2W.csv,SRBS1_HUMAN_Tsuboyama_2023_2O2W,cDNA display proteolysis,Stability,substitutions
TCRG1_MOUSE_Tsuboyama_2023_1E0L.csv,TCRG1_MOUSE_Tsuboyama_2023_1E0L,cDNA display proteolysis,Stability,substitutions
THO1_YEAST_Tsuboyama_2023_2WQG.csv,THO1_YEAST_Tsuboyama_2023_2WQG,cDNA display proteolysis,Stability,substitutions
TNKS2_HUMAN_Tsuboyama_2023_5JRT.csv,TNKS2_HUMAN_Tsuboyama_2023_5JRT,cDNA display proteolysis,Stability,substitutions
UBE4B_HUMAN_Tsuboyama_2023_3L1X.csv,UBE4B_HUMAN_Tsuboyama_2023_3L1X,cDNA display proteolysis,Stability,substitutions
UBR5_HUMAN_Tsuboyama_2023_1I2T.csv,UBR5_HUMAN_Tsuboyama_2023_1I2T,cDNA display proteolysis,Stability,substitutions
VG08_BPP22_Tsuboyama_2023_2GP8.csv,VG08_BPP22_Tsuboyama_2023_2GP8,cDNA display proteolysis,Stability,substitutions
VILI_CHICK_Tsuboyama_2023_1YU5.csv,VILI_CHICK_Tsuboyama_2023_1YU5,cDNA display proteolysis,Stability,substitutions
VRPI_BPT7_Tsuboyama_2023_2WNM.csv,VRPI_BPT7_Tsuboyama_2023_2WNM,cDNA display proteolysis,Stability,substitutions
YAIA_ECOLI_Tsuboyama_2023_2KVT.csv,YAIA_ECOLI_Tsuboyama_2023_2KVT,cDNA display proteolysis,Stability,substitutions
YNZC_BACSU_Tsuboyama_2023_2JVD.csv,YNZC_BACSU_Tsuboyama_2023_2JVD,cDNA display proteolysis,Stability,substitutions
